seed,retain_accuracy,forget_accuracy,test_accuracy
0,0.9609591960906982,0.9610000252723694,0.9469999670982361
1,0.9618571400642395,0.9610000252723694,0.9444999694824219
2,0.960693895816803,0.9580000638961792,0.9444999694824219
3,0.9598367214202881,0.9480000734329224,0.9458999633789062
4,0.9606326818466187,0.9590000510215759,0.945099949836731
5,0.960877537727356,0.9640000462532043,0.946899950504303
6,0.962408185005188,0.9630000591278076,0.9469999670982361
7,0.9616122245788574,0.9620000720024109,0.944599986076355
8,0.962204098701477,0.9610000252723694,0.9457999467849731
9,0.9606530666351318,0.9690000414848328,0.9466999769210815
10,0.9619387984275818,0.9580000638961792,0.9465000033378601
11,0.9612244963645935,0.9630000591278076,0.946899950504303
12,0.9626326560974121,0.9620000720024109,0.9454999566078186
13,0.9613673686981201,0.9580000638961792,0.946899950504303
14,0.960061252117157,0.9530000686645508,0.9442999958992004
15,0.9608979821205139,0.9620000720024109,0.9458999633789062
16,0.9610612392425537,0.9590000510215759,0.9457999467849731
17,0.9605510234832764,0.9600000381469727,0.9454999566078186
18,0.9617959260940552,0.9590000510215759,0.9455999732017517
19,0.9604489803314209,0.9610000252723694,0.9451999664306641
20,0.9610204100608826,0.9670000672340393,0.9458999633789062
21,0.9605306386947632,0.9670000672340393,0.9454999566078186
22,0.9605510234832764,0.9610000252723694,0.9456999897956848
23,0.9626326560974121,0.9600000381469727,0.9456999897956848
24,0.9604081511497498,0.9610000252723694,0.9472999572753906
25,0.9598163366317749,0.9620000720024109,0.9467999935150146
26,0.9612448811531067,0.968000054359436,0.9453999996185303
27,0.9613469243049622,0.9640000462532043,0.9448999762535095
28,0.9617754817008972,0.9670000672340393,0.9451999664306641
29,0.9612653255462646,0.9670000672340393,0.9447999596595764
30,0.961959183216095,0.9630000591278076,0.9467999935150146
31,0.9608163237571716,0.9470000267028809,0.9451999664306641
32,0.9598775506019592,0.9660000205039978,0.9443999528884888
33,0.9603061079978943,0.9610000252723694,0.944599986076355
34,0.9601020216941833,0.9510000348091125,0.9461999535560608
35,0.9618571400642395,0.9630000591278076,0.9442999958992004
36,0.9611428380012512,0.9640000462532043,0.9449999928474426
37,0.9601224660873413,0.9670000672340393,0.9456999897956848
38,0.9617347121238708,0.9590000510215759,0.9451999664306641
39,0.9616734981536865,0.9610000252723694,0.9459999799728394
40,0.9608571529388428,0.9630000591278076,0.9465999603271484
41,0.960040807723999,0.968000054359436,0.9459999799728394
42,0.960673451423645,0.9670000672340393,0.9460999965667725
43,0.9606122374534607,0.9570000171661377,0.9469999670982361
44,0.9598775506019592,0.9690000414848328,0.9457999467849731
45,0.9609183669090271,0.968000054359436,0.9480999708175659
46,0.9596938490867615,0.9600000381469727,0.9436999559402466
47,0.9616122245788574,0.9480000734329224,0.9462999701499939
48,0.9597551226615906,0.9730000495910645,0.945099949836731
49,0.9614081382751465,0.9620000720024109,0.9469999670982361
50,0.9601836800575256,0.9530000686645508,0.9461999535560608
51,0.9622653126716614,0.9600000381469727,0.9442999958992004
52,0.9603265523910522,0.9610000252723694,0.9444999694824219
53,0.9598775506019592,0.9640000462532043,0.9454999566078186
54,0.960040807723999,0.968000054359436,0.9467999935150146
55,0.9609591960906982,0.9620000720024109,0.9442999958992004
56,0.9594693779945374,0.9610000252723694,0.9458999633789062
57,0.9607346653938293,0.9640000462532043,0.9469999670982361
58,0.9607142806053162,0.9600000381469727,0.9459999799728394
59,0.9626122713088989,0.9640000462532043,0.9456999897956848
60,0.9618775248527527,0.9620000720024109,0.9459999799728394
61,0.9608979821205139,0.9650000333786011,0.9458999633789062
62,0.960673451423645,0.9620000720024109,0.9459999799728394
63,0.9601224660873413,0.9640000462532043,0.9457999467849731
64,0.960040807723999,0.9670000672340393,0.9465000033378601
65,0.9622856974601746,0.9660000205039978,0.9461999535560608
66,0.9601224660873413,0.9650000333786011,0.9458999633789062
67,0.9595102071762085,0.9600000381469727,0.9462999701499939
68,0.9612244963645935,0.9690000414848328,0.9472999572753906
69,0.9595510363578796,0.9620000720024109,0.946399986743927
70,0.9601428508758545,0.9730000495910645,0.946399986743927
71,0.9617142677307129,0.9540000557899475,0.9449999928474426
72,0.9608979821205139,0.9760000705718994,0.944599986076355
73,0.960061252117157,0.9590000510215759,0.9444999694824219
74,0.9598367214202881,0.9650000333786011,0.9461999535560608
75,0.9601836800575256,0.9700000286102295,0.9458999633789062
76,0.9611020684242249,0.9660000205039978,0.9458999633789062
77,0.9598367214202881,0.9580000638961792,0.9447999596595764
78,0.9614489674568176,0.9640000462532043,0.9460999965667725
79,0.9618571400642395,0.9600000381469727,0.9466999769210815
