seed,retain_accuracy,forget_accuracy,test_accuracy
0,1.0,0.9960000514984131,0.9459999799728394
1,1.0,0.9950000643730164,0.9460999965667725
2,1.0,0.9920000433921814,0.9461999535560608
3,1.0,0.9950000643730164,0.9456999897956848
4,1.0,0.9980000257492065,0.9455999732017517
5,1.0,0.9960000514984131,0.9457999467849731
6,1.0,0.9950000643730164,0.9476999640464783
7,1.0,0.9950000643730164,0.9467999935150146
8,1.0,0.9940000176429749,0.9466999769210815
9,1.0,0.9950000643730164,0.9436999559402466
10,1.0,0.9950000643730164,0.9440000057220459
11,1.0,0.9960000514984131,0.9448999762535095
12,1.0,0.9950000643730164,0.9474999904632568
13,1.0,0.9980000257492065,0.946899950504303
14,1.0,0.9960000514984131,0.9459999799728394
15,1.0,0.9980000257492065,0.9453999996185303
16,1.0,0.9960000514984131,0.9449999928474426
17,1.0,0.9940000176429749,0.9462999701499939
18,1.0,0.9940000176429749,0.9462999701499939
19,1.0,0.9940000176429749,0.9438999891281128
20,1.0,0.9920000433921814,0.9449999928474426
21,1.0,0.9960000514984131,0.9459999799728394
22,1.0,0.9960000514984131,0.9447999596595764
23,1.0,0.999000072479248,0.9477999806404114
24,1.0,0.9950000643730164,0.9447999596595764
25,1.0,0.9930000305175781,0.9448999762535095
26,1.0,0.9950000643730164,0.9458999633789062
27,1.0,0.9950000643730164,0.946399986743927
28,1.0,0.9960000514984131,0.9465000033378601
29,1.0,0.9920000433921814,0.9435999989509583
30,1.0,0.9970000386238098,0.9462999701499939
31,1.0,0.9960000514984131,0.9472000002861023
32,1.0,0.9960000514984131,0.9449999928474426
33,1.0,0.9930000305175781,0.9460999965667725
34,1.0,0.9950000643730164,0.9451999664306641
35,1.0,0.9950000643730164,0.9449999928474426
36,1.0,0.9950000643730164,0.9454999566078186
37,1.0,0.9940000176429749,0.9443999528884888
38,1.0,0.9970000386238098,0.9467999935150146
39,1.0,0.9960000514984131,0.9465999603271484
40,1.0,0.9950000643730164,0.9460999965667725
41,1.0,0.9960000514984131,0.9461999535560608
42,1.0,0.9940000176429749,0.9473999738693237
43,1.0,0.9920000433921814,0.9462999701499939
44,1.0,0.9960000514984131,0.9465999603271484
45,1.0,0.9930000305175781,0.9449999928474426
46,1.0,0.9960000514984131,0.9456999897956848
47,1.0,0.9950000643730164,0.9441999793052673
48,1.0,0.9960000514984131,0.944599986076355
49,1.0,0.9950000643730164,0.9451999664306641
50,1.0,0.9960000514984131,0.9466999769210815
51,1.0,0.9960000514984131,0.9453999996185303
52,1.0,0.9960000514984131,0.9466999769210815
53,1.0,0.9940000176429749,0.9437999725341797
54,1.0,0.9950000643730164,0.945099949836731
55,1.0,0.9950000643730164,0.9470999836921692
56,1.0,0.9950000643730164,0.9467999935150146
57,1.0,0.9960000514984131,0.945099949836731
58,1.0,0.9940000176429749,0.9466999769210815
59,1.0,0.9930000305175781,0.9465999603271484
60,1.0,0.9960000514984131,0.9473999738693237
61,1.0,0.9970000386238098,0.946899950504303
62,0.9999796152114868,0.9940000176429749,0.9437999725341797
63,1.0,0.9920000433921814,0.9454999566078186
64,1.0,0.9940000176429749,0.9453999996185303
65,1.0,0.9930000305175781,0.9454999566078186
66,1.0,0.9950000643730164,0.9472999572753906
67,1.0,0.9970000386238098,0.9443999528884888
68,1.0,0.9960000514984131,0.9447000026702881
69,1.0,0.9970000386238098,0.9465999603271484
70,1.0,0.9940000176429749,0.9472000002861023
71,1.0,0.9950000643730164,0.9467999935150146
72,1.0,0.9920000433921814,0.9438999891281128
73,1.0,0.9950000643730164,0.9451999664306641
74,1.0,0.9960000514984131,0.9440000057220459
75,1.0,0.9950000643730164,0.945099949836731
76,1.0,0.9950000643730164,0.9457999467849731
77,1.0,0.9950000643730164,0.9462999701499939
78,1.0,0.9980000257492065,0.9452999830245972
79,1.0,0.9950000643730164,0.9456999897956848
